1673058427,0,0,0,0.00,0,0,0,0
1673058428,8,1,8,312.00,0,8,1,0
1673058429,8,1,2088,312.66,1266,822,261,0
1673058430,8,1,2096,311.55,1274,822,262,0
1673058431,8,1,2096,312.96,1305,791,262,0
1673058432,8,1,2096,311.98,1254,842,262,0
1673058433,8,1,2088,312.23,1246,842,261,0
1673058434,8,1,2096,312.43,1298,798,262,0
1673058435,8,1,2096,311.65,1281,815,262,0
1673058436,8,1,2096,312.00,1271,825,262,0
1673058437,8,1,2096,311.93,1232,864,262,0
1673058438,8,1,2096,311.48,1310,786,262,0
1673058439,8,1,2096,312.06,1270,826,262,0
1673058440,8,1,2096,311.81,1269,827,262,0
1673058441,8,1,2096,311.77,1258,838,262,0
1673058442,8,1,2096,312.00,1274,822,262,0
1673058443,8,1,2096,312.36,1288,808,262,0
1673058444,8,1,2096,312.32,1304,792,262,0
1673058445,8,1,2088,311.34,1250,838,261,0
1673058446,8,1,2096,311.52,1257,839,262,0
1673058447,8,1,2096,312.00,1307,789,262,0
1673058448,8,1,2096,311.35,1284,812,262,0
1673058449,8,1,2096,311.79,1278,818,262,0
1673058450,8,1,2096,312.00,1238,858,262,0
1673058451,8,1,2096,312.16,1306,790,262,0
1673058452,8,1,2096,312.65,1285,811,262,0
1673058453,8,1,2096,312.00,1281,815,262,0
1673058454,8,1,2088,311.49,1250,838,261,0
1673058455,8,1,2104,312.00,1293,811,263,0
1673058456,8,1,2088,311.55,1284,804,261,0
1673058457,8,1,2096,311.51,1309,787,262,0
1673058458,8,1,2096,311.48,1264,832,262,0
1673058459,8,1,2088,310.62,1232,856,261,0
1673058460,8,1,2096,312.79,1310,786,262,0
1673058461,8,1,2096,311.61,1292,804,262,0
1673058462,8,1,2096,312.89,1285,811,262,0
1673058463,8,1,2088,311.78,1256,832,261,0
1673058464,8,1,2096,312.20,1295,801,262,0
1673058465,8,1,2096,312.44,1289,807,262,0
1673058466,8,1,2096,311.69,1304,792,262,0
1673058467,8,1,2096,311.88,1265,831,262,0
1673058468,8,1,2096,312.52,1291,805,262,0
1673058469,8,1,2096,311.46,1302,794,262,0
1673058470,8,1,2096,312.56,1317,779,262,0
1673058471,8,1,2088,310.92,1273,815,261,0
1673058472,8,1,2104,310.00,1252,852,263,0
1673058473,8,1,2088,310.23,1314,774,261,0
1673058474,8,1,2104,312.83,1309,795,263,0
1673058475,8,1,2088,312.29,1294,794,261,0
1673058476,8,1,2096,311.97,1272,824,262,0
1673058477,8,1,2096,312.70,1313,783,262,0
1673058478,8,1,2096,311.99,1298,798,262,0
1673058479,8,1,2088,312.16,1312,776,261,0
1673058480,8,1,2104,311.67,1274,830,263,0
1673058481,8,1,2104,312.00,1289,815,263,0
1673058482,8,1,2088,312.45,1301,787,261,0
1673058483,8,1,2096,311.59,1317,779,262,0
1673058484,8,1,2096,311.66,1279,817,262,0
1673058485,8,1,2104,311.91,1257,847,263,0
